ECO,name,moves
D00,"Albrecht; Karlshruhle Defense, BDG",d4 d5 e4 dxe4 Nc3 Nf6 f3 g6
D00,"Lamb Defense, BDG",d4 d5 e4 dxe4 Nc3 Nf6 f3 Nc6
D00,"Mason Attack, Queen Pawn Game",d4 d5 f4
D00,Zurich Gambit,d4 d5 g4
D00,Chigorin; Ponziani; Veresov,d4 d5 Nc3
D00,"Alburt Defense, QP",d4 d5 Nc3 Bf5
D00,Anti-Veresov,d4 d5 Nc3 Bg4
D00,"Irish Gambit, QP",d4 d5 Nc3 c5
D00,"Shaviliuk Gambit, QP",d4 d5 Nc3 e5
D00,"Dutch System, QP",d4 d5 Nc3 f5
D00,"Fianchetto Defense, QP",d4 d5 Nc3 g6 Nf3 Bg7
D00,Shropshire Defense,d4 d5 Nc3 h5
D01,Richter-Veresov Opening; D01,d4 d5 Nc3 Nf6 Bg5
D01,"Veresov Variation, QP",d4 d5 Nc3 Nf6 Bg5 Bf5 Bxf6
D01,"Richter Variation, Veresov",d4 d5 Nc3 Nf6 Bg5 Bf5 f3
D01,"Classical Defense, Veresov",d4 d5 Nc3 Nf6 Bg5 e6 Nf3
D01,"Two Knights System, Veresov",d4 d5 Nc3 Nf6 Bg5 Nbd7 Nf3
D01,"Grunfeld Defense, Veresov",d4 d5 Nc3 Nf6 Bg5 Nbd7 Nf3 g6
D01,"Boyce Defense, Veresov",d4 d5 Nc3 Nf6 Bg5 Ne4
D00,Hubsch Gambit,d4 d5 Nc3 Nf6 e4 Nxe4
D02,"Zukertort Variation, QP; D02",d4 d5 Nf3
D02,"Anti-Torre, QP",d4 d5 Nf3 Bg4
D02,Anti-Torre,d4 d5 Nf3 Bg4 Ne5 Bf5 g4
D02,Queen's Gambit Reversed; Krause Variation,d4 d5 Nf3 c5
D02,"Chandler Gambit, QP",d4 d5 Nf3 c5 g3 cxd4 Bg2
D02,"Chigorin Variation, QP",d4 d5 Nf3 Nc6
D02,"Symmetrical Variation, QP",d4 d5 Nf3 Nf6
D02,London System; Queen's Bishop Opening,d4 d5 Nf3 Nf6 Bf4
D02,"Poisoned Pawn Variation, QP",d4 d5 Nf3 Nf6 Bf4 c5 e3 Qb6 Nc3
D03,"Torre Attack, QP; D03",d4 d5 Nf3 Nf6 Bg5
D03,"Breyer Variation, QP",d4 d5 Nf3 Nf6 Bg5 e6 e3 c5 c3 Qb6
D03,"Grunfeld Variation, QP",d4 d5 Nf3 Nf6 Bg5 g6
D03,"Gossip Variation, QP",d4 d5 Nf3 Nf6 Bg5 Ne4
D02,"Zilbermints Variation, QP",d4 d5 Nf3 Nf6 c4 b5
D25,Queen's Gambit Accepted Deferred,d4 d5 Nf3 Nf6 c4 dxc4
D04,Colle System; D04,d4 d5 Nf3 Nf6 e3
D04,"Bishop Defense, QP; Anti-Colle",d4 d5 Nf3 Nf6 e3 Bf5
D05,"Classical Defense, Colle System; D05",d4 d5 Nf3 Nf6 e3 e6
D05,"Zukertort Variation, QP",d4 d5 Nf3 Nf6 e3 e6 Bd3
D05,"Rubinstein Attack, Colle",d4 d5 Nf3 Nf6 e3 e6 Bd3 c5 b3
D02,Pseudo-Catalan,d4 d5 Nf3 Nf6 g3
D00,Amazon Attack,d4 d5 Qd3
D00,Siberian Attack,d4 d5 Qd3 Nc6 Nc3
A41,Pillsbury Defense; A41; Rat Defense,d4 d6
A42,A42,d4 d6 c4
A42,English Rat,d4 d6 c4 e5
A42,Lisbon Gambit,d4 d6 c4 e5 dxe5 Nc6
A41,Wade Defense,d4 d6 Nf3 Bg4
A40,Charlick Gambit; Englund Gambit,d4 e5
A40,Englund Gambit Declined,d4 e5 d5
A40,Diemer Counterattack,d4 e5 d5 Bc5 e4 Qh4
A40,Thuring Gambit; Hartlaub-Charlick Gambit,d4 e5 dxe5 d6
A40,Soller; Purchas Gambit,d4 e5 dxe5 f6
A40,Englund; Behting Gambit,d4 e5 dxe5 Nc6
A40,Felbecker Gambit,d4 e5 dxe5 Nc6 Nf3 Bc5
A40,Soller Gambit Deferred,d4 e5 dxe5 Nc6 Nf3 f6
A40,"Zilbermints Gambit II, Englund Gambit",d4 e5 dxe5 Nc6 Nf3 h6
A40,"Zilbermints Gambit, Englund Gambit",d4 e5 dxe5 Nc6 Nf3 Nge7
A40,Englund Gambit,d4 e5 dxe5 Nc6 Nf3 Qe7
A40,"Stockhom Variation, Englund Gambit",d4 e5 dxe5 Nc6 Nf3 Qe7 Qd5
A40,"Mosquito Gambit, Englund",d4 e5 dxe5 Qh4
A40,Horwitz Defense,d4 e6
A40,Franco-Indian Defense,d4 e6
A40,"Seneschaud Variation, Dutch",d4 e6 Bf4 f5 g4
A40,English Defense,d4 e6 c4 b6
A40,Perrin Variation,d4 e6 c4 b6 e4 Bb7 Bd3 Nc6
A40,Poli Gambit,d4 e6 c4 b6 e4 Bb7 f3 f5 exf5 Nh6
A40,Hartlaub Gambit Declined,d4 e6 c4 b6 Nc3 Bb7 e4 f5 d5
A40,Hartlaub Gambit Accepted,d4 e6 c4 b6 Nc3 Bb7 e4 f5 exf5 Nf6
A40,"Keres Defense, Indian; Kangaroo Defense",d4 e6 c4 Bb4+
A40,"Transpositional Variation, Keres Defense",d4 e6 c4 Bb4+ Nc3
C00,Franco-Sicilian Defense,d4 e6 c4 c5
A43,Franco-Sicilian Hybrid,d4 e6 c4 c5 d5 exd5 cxd5 d6 Nc3 g6 e4 Bg7 Nf3 Ne7
A40,Zilbermints Gambit,d4 e6 c4 e5
A84,Bellon Gambit,d4 e6 c4 f5 e4
A80,Dutch Defense; A80,d4 f5
A80,"Seneschaud Gambit, Dutch",d4 f5 Bf4 e6 g4
A80,"Hopton Attack, Dutch",d4 f5 Bg5
A84,A84,d4 f5 c4
A84,"Classical Variation, Dutch",d4 f5 c4 e6
A84,"Bellon Gambit, Dutch",d4 f5 c4 e6 e4
A84,"Rubinstein Variation, Dutch",d4 f5 c4 e6 Nc3
A84,"Stonewall Variation, Dutch",d4 f5 c4 e6 Nc3 Nf6 g3 c6 Bg2 d5 O-O Bd6
A85,,d4 f5 c4 g6 Nc3
A85,"Bladel Variation, Dutch",d4 f5 c4 g6 Nc3 Nh6
A85,"Normal Variation, Dutch",d4 f5 c4 Nf6
A86,"Fianchetto Variation, Dutch; A86",d4 f5 c4 Nf6 g3
A90,A90,d4 f5 c4 Nf6 g3 e6
A90,"Classical Variation, Dutch",d4 f5 c4 Nf6 g3 e6 Bg2
A90,Nimzo-Dutch Variation,d4 f5 c4 Nf6 g3 e6 Bg2 Bb4+
A91,A91,d4 f5 c4 Nf6 g3 e6 Bg2 Be7
A91,"Botvinnik-Bronstein Variation, Dutch",d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nc3 O-O e3
A92,A92,d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3
A93,"Botvinnik Variation, Dutch; A93",d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d5 b3
A94,A94,d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d5 b3 c6
A95,A95,d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d5 Nc3
A96,A96,d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d6
A97,"Ilyin-Zhenevsky Variation, Dutch; A97",d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d6 Nc3 Qe8
A99,A99,d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d6 Nc3 Qe8 b3
A98,A98,d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d6 Nc3 Qe8 Qc2
A92,"Alekhine Variation, Dutch",d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O Ne4
A91,"Blackburne Attack, Dutch",d4 f5 c4 Nf6 g3 e6 Bg2 Bg7 Nh3
A86,"Leningrad Variation, Dutch",d4 f5 c4 Nf6 g3 g6
A87,A87,d4 f5 c4 Nf6 g3 g6 Bg2 Bg7 Nf3
A87,"Fluid Formation, Dutch",d4 f5 c4 Nf6 g3 g6 Bg2 Bg7 Nf3 O-O O-O d6
A88,"Warsaw Variation, Dutch; A88",d4 f5 c4 Nf6 g3 g6 Bg2 Bg7 Nf3 O-O O-O d6 Nc3 c6
A89,"Matulovic Variation, Dutch; A89",d4 f5 c4 Nf6 g3 g6 Bg2 Bg7 Nf3 O-O O-O d6 Nc3 Nc6
A84,"Queen's Knight Variation, Dutch",d4 f5 c4 Nf6 Nc3
A84,"Krause Variation, Dutch",d4 f5 c4 Nf6 Nc3 d6 Nf3 Nc6
A85,"Ozol Variation, Dutch",d4 f5 c4 Nf6 Nc3 g6 Nf3 Bg7 Bg5
A82,"Staunton Gambit, Dutch; A82",d4 f5 e4
A82,"Balogh Defense, Dutch",d4 f5 e4 d6
A82,"Staunton Gambit Accepted, Dutch",d4 f5 e4 fxe4
A83,"General Variation, Staunton Gambit, Dutch; A83",d4 f5 e4 fxe4 Nc3 Nf6 Bg5
A83,"Nimzovich Variation, Dutch",d4 f5 e4 fxe4 Nc3 Nf6 Bg5 b6
A83,"Chigorin Variation, Dutch",d4 f5 e4 fxe4 Nc3 Nf6 Bg5 c6
A83,"Lasker Variation, Dutch",d4 f5 e4 fxe4 Nc3 Nf6 Bg5 g6 f3
A80,"Blackmar's Second Gambit, Dutch",d4 f5 e4 fxe4 Nc3 Nf6 f3
A82,"Tartakower Variation, Dutch",d4 f5 e4 fxe4 Nc3 Nf6 g4
A82,"American Gambit, Dutch",d4 f5 e4 fxe4 Nd2
A81,"Dutch Indian; Leningrad Variation, Dutch; A81",d4 f5 g3
A81,"Basman Variation, Dutch",d4 f5 g3 g6 Bg2 Bg7 Nf3 c6 O-O Nh6
A81,"Carlsbad Variation, Dutch",d4 f5 g3 g6 Bg2 Bg7 Nh3
A81,"Antoshin-Hort Variation, Dutch",d4 f5 g3 Nf6 Bg2 d6
A81,"Ilyin-Genevsky Variation, Dutch",d4 f5 g3 Nf6 Bg2 e6 Nf3 Be7 O-O O-O c4 d6
A81,"Blackburne Variation, Dutch",d4 f5 g3 Nf6 Bg2 e6 Nh3
A81,"Semi-Leningrad Variation, Dutch",d4 f5 g3 Nf6 Bg2 g6
A80,"Lisbon Gambit, Dutch; Krejcik Gambit",d4 f5 g4
A80,"Hevendehl Gambit, Dutch",d4 f5 g4 e5
A80,"Tate Gambit, Dutch",d4 f5 g4 fxg4 e4 d5 Nc3
A80,"Korchnoi's Variation, Dutch",d4 f5 h3
A80,"Janzen-Korchnoi Gambit, Dutch",d4 f5 h3 Nf6 g4
A80,"Raphael Variation, Dutch",d4 f5 Nc3
A80,"Kingfisher Gambit, Dutch",d4 f5 Nc3 d5 e4
A80,"Spielmann Gambit, Dutch",d4 f5 Nc3 Nf6 g4
A80,"Barcza Variation, Dutch",d4 f5 Nf3 Nf6 c3
A80,"Alapin; Ulvestad; Manhattan; Kmoch Variation, Dutch",d4 f5 Qd3
A80,"Anti-Stonewall, Dutch",d4 f5 Qd3 d5 g4
A80,"Anti-Modern, Dutch",d4 f5 Qd3 d6 g4
A80,"Anti-Classical Line, Dutch",d4 f5 Qd3 e6 g4
A80,"Anti-Leningrad Variation, Dutch",d4 f5 Qd3 g6 g4
A80,"Manhattan Gambit, Dutch",d4 f5 Qd3 Nf6 g4
A80,"Pretzel Gambit, Dutch",d4 f5 Qd3 Nf6 g4
A40,Borg Gambit,d4 g5
A40,Queen Pawn Fianchetto,d4 g6
A40,Kotov-Robatsch Defense,d4 g6 c4 Bg7
A40,Pseudo-Saemisch,d4 g6 c4 Bg7 e4 d6 Be3 Nf6 f3
A40,Rossolimo Variation,d4 g6 c4 Bg7 e4 d6 Nf3 Bg4
A40,Neo-Modern Defense,d4 g6 c4 Bg7 e4 e5
A40,Beefeater Variation,d4 g6 c4 Bg7 Nc3 c5 d5 Bxc3+ bxc3 f5
A40,Modern Defense,d4 g6 c4 Bg7 Nc3 d6
A41,"Averbakh Variation, Modern",d4 g6 c4 Bg7 Nc3 d6 e4
A41,"Pterodactyl Variation, Modern",d4 g6 c4 Bg7 Nc3 d6 e4 c5 Nf3 Qa5
A42,Randspringer Variation,d4 g6 c4 Bg7 Nc3 d6 e4 f5
A40,"Kotov Variation, Modern",d4 g6 c4 Bg7 Nc3 d6 e4 Nc6
A40,Lizard Defense; Pirc-Diemer Gambit,d4 g6 h4 Nf6 h5
A40,Bogoljubov; Mikenas-Van Geet Defense,d4 Nc6
A40,Lundin Defense,d4 Nc6
A40,"Lithuanian Variation, Mikenas",d4 Nc6 c4 e5 d5 Nce7
A40,"Cannstatter Variation, Mikenas",d4 Nc6 c4 e5 d5 Nd4
A40,Pozarek Gambit,d4 Nc6 c4 e5 dxe5 Nxe5 Nc3 Nxc4
A40,Montevideo Defense,d4 Nc6 d5 Nb8
A40,Zaire Defense,d4 Nc6 d5 Nb8 e4 Nf6 e5 Ng8
A45,Indian Defense; A45,d4 Nf6
A45,Basque Opening,d4 Nf6 b3
A45,Trompowsky; Opocensky; Ruth Opening,d4 Nf6 Bg5
A45,"Poisoned Pawn Variation, Trompowsky",d4 Nf6 Bg5 c5 d5 Qb6 Nc3
A45,Chepukaitis Gambit,d4 Nf6 Bg5 c5 d5 Qb6 Nc3 Qxb2 Bd2 Qb6
A45,"Borg Variation, Trompowsky",d4 Nf6 Bg5 Ne4 Bf4 g5
A45,"Edge Variation, Trompowsky",d4 Nf6 Bg5 Ne4 Bh4
A45,"Hergert Gambit #2, Trompowsky",d4 Nf6 Bg5 Ne4 Bh4 c6 Nd2 Qa5 c3 Nxd2 Qxd2 d5 e4
A45,"Hergert Gambit #1, Trompowsky",d4 Nf6 Bg5 Ne4 Bh4 d5 f3 Nf6 Nc3 Bf5 e4
A45,"Raptor Variation, Trompowsky",d4 Nf6 Bg5 Ne4 h4
A45,"Hergert Gambit, Trompowsky",d4 Nf6 Bg5 Ne4 h4 Nxg5 hxg5 e5
A50,"Normal Variation, Indian Game; A50",d4 Nf6 c4
A50,Pyrenees Gambit,d4 Nf6 c4 b5
A50,Queen's Indian Defense; Saemisch-Indian,d4 Nf6 c4 b6
A56,Hromadka Defense; Loose Gambit: A56,d4 Nf6 c4 c5
A57,Benko Gambit; Volga; Opocensky; Vaitonis; A57,d4 Nf6 c4 c5 d5 b5
A57,"Sosonko Variation, Benko Gambit",d4 Nf6 c4 c5 d5 b5 a4
A57,"Bishop Attack, Benko Gambit",d4 Nf6 c4 c5 d5 b5 Bg5
A57,Benko Gambit Accepted,d4 Nf6 c4 c5 d5 b5 cxb5
A57,"Pawn Return Variation, Benko Gambit",d4 Nf6 c4 c5 d5 b5 cxb5 a6 b6
A58,"Fully Accepted Variation, Benko Gambit; A58",d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6
A59,A59,d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 Bxa6 Nc3 d6 e4
A59,"King Walk Variation, Benko Gambit",d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 Bxa6 Nc3 d6 e4 Bxf1 Kxf1 g6 g3 Bg7 Kg2 O-O
A57,"Central Storming Variation, Benko Gambit",d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 Bxa6 Nc3 d6 f4
A58,"Fianchetto Variation, Benko Gambit",d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 Bxa6 Nc3 g6 Nf3 d6 g3 Bg7 Bg2
A57,"Modern Variation, Benko Gambit",d4 Nf6 c4 c5 d5 b5 cxb5 a6 e3
A57,"Dlugy Variation, Benko Gambit",d4 Nf6 c4 c5 d5 b5 cxb5 a6 f3
A57,"Zaitsev System, Benko Gambit",d4 Nf6 c4 c5 d5 b5 cxb5 a6 Nc3
A57,"Nescafe Frappe Attack, Benko Gambit",d4 Nf6 c4 c5 d5 b5 cxb5 a6 Nc3 axb5 e4 b4 Nb5
A57,"Zaitsev Variation, Benko Gambit",d4 Nf6 c4 c5 d5 b5 cxb5 a6 Nc3 axb5 e4 b4 Nb5 d6 Nf3 g6 Bc4
A57,Benko Gambit Declined; Hjoerring Countergambit,d4 Nf6 c4 c5 d5 b5 e4
A57,"Pseudo-Saemisch, Benko Gambit",d4 Nf6 c4 c5 d5 b5 f3
A57,"Mutkin Countergambit, Benko Gambit",d4 Nf6 c4 c5 d5 b5 g4
A57,"Quiet Line, Benko Gambit",d4 Nf6 c4 c5 d5 b5 Nd2
A57,"Main Line, Benko Gambit Declined",d4 Nf6 c4 c5 d5 b5 Nf3
A56,"Hromadka System, Benoni",d4 Nf6 c4 c5 d5 d6
A56,Lundin; Bronstein Counter-Gambit,d4 Nf6 c4 c5 d5 d6 Nc3 g6 e4 b5
A56,Petrosian System; Czech Benoni Defense,d4 Nf6 c4 c5 d5 e5
A56,"Czech Variation, Benoni",d4 Nf6 c4 c5 d5 e5 Nc3 d6 e4 Be7
A56,"King's Indian System, Benoni",d4 Nf6 c4 c5 d5 e5 Nc3 d6 e4 g6
A60,"Tal Variation, Modern Variation, Benoni; A60",d4 Nf6 c4 c5 d5 e6
A61,A61,d4 Nf6 c4 c5 d5 e6 Nc3
A61,"Snake Variation, Benoni",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 Bd6
A60,Modern Benoni,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6
A65,"King Pawn lines, Benoni; A65",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4
A66,"Pawn Storm Variation, Benoni; A66",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4
A67,"Taimanov Variation, Benoni; A67",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 Bb5
A66,"Mikenas V, Benoni",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 e5
A68,A68,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 Nf3
A68,"Four Pawns Attack, Benoni",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 Nf3 O-O
A69,A69,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 Nf3 O-O Be2 Re8
A70,"Classical Variation, Benoni; A70",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3
A72,A72,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2
A73,A73,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O
A74,A74,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O a6
A75,"Argentine Attack, Benoni; A75",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O a6 a4 Bg4
A76,"Czerniak Defesne, Benoni; A76",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O Re8
A77,A77,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O Re8 Nd2
A78,A78,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O Re8 Nd2 Na6
A79,A79,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O Re8 Nd2 Na6 f3
A71,A71,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Bg5
A61,"Penrose Variation, Benoni",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 Bd3
A61,"Uhlmann Variation, Benoni",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 Bg5
A62,A62,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 g3
A62,"Fianchetto Variation, Benoni",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 g3 Bg7 Bg2
A63,A63,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 g3 Bg7 Bg2 O-O O-O a6
A64,A64,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 g3 Bg7 Bg2 O-O O-O a6 a4 Nbd7 Nd2
A62,"Hastings Defense, Benoni",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 g3 Bg7 Bg2 O-O O-O Nbd7
A61,"Nimzovich Variation, Knight's Tour Variation, Benoni",d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 Nd2
A56,Vulture Variation; Der Geier,d4 Nf6 c4 c5 d5 Ne4
A56,"Weenink Variation, Benoni",d4 Nf6 c4 c5 dxc5 e6
A53,Old Indian Defense; Chigorin Indian Defense; A53,d4 Nf6 c4 d6
A53,Aged Gibbon Gambit,d4 Nf6 c4 d6 g4
A53,"Janowski Variation, Old Indian",d4 Nf6 c4 d6 Nc3 Bf5
A53,"Grinberg Gambit, Old Indian",d4 Nf6 c4 d6 Nc3 Bf5 e4
A53,Ukranian Variation,d4 Nf6 c4 d6 Nc3 e5
A54,"Two Knights Variation, Old Indian; A54",d4 Nf6 c4 d6 Nc3 e5 Nf3
A55,"Normal Variation, Old Indian; A55",d4 Nf6 c4 d6 Nc3 e5 Nf3 Nbd7 e4
A53,Duz-Khotimirsky Variation,d4 Nf6 c4 d6 Nc3 Nbd7 e3 e5 Bd3
A53,Tartakower-Indian,d4 Nf6 c4 d6 Nf3 Bg4
A51,Budapest Defense; A51,d4 Nf6 c4 e5
A51,"Fajarowicz Variation, Budapest",d4 Nf6 c4 e5 dxe5 Ne4
A51,"Bonsdorf Variation, Budapest",d4 Nf6 c4 e5 dxe5 Ne4 a3 b6
A51,"Steiner Variation, Budapest",d4 Nf6 c4 e5 dxe5 Ne4 Qc2
A52,"Normal Variation, Budapest; A52",d4 Nf6 c4 e5 dxe5 Ng4
A52,"Rubinstein Variation, Budapest",d4 Nf6 c4 e5 dxe5 Ng4 Bf4
A52,"Kornl Richter Gambit, Budapest",d4 Nf6 c4 e5 dxe5 Ng4 Bf4 Nc6 Nf3 Bb4+ Nc3 Bxc3+
A52,"Center Play Variation, Budapest; Alekhine Variation",d4 Nf6 c4 e5 dxe5 Ng4 e4
A52,"Balogh; Tartakower C-G, Budapest",d4 Nf6 c4 e5 dxe5 Ng4 e4 d6
A52,"Barmina Gambit, Budapest",d4 Nf6 c4 e5 dxe5 Ng4 e4 Nxe5 f4 Bc5
A52,"Wikstrom Gambit, Budapest",d4 Nf6 c4 e5 dxe5 Ng4 e4 Nxe5 f4 Nbc6
A52,"Abonyi Variation, Budapest",d4 Nf6 c4 e5 dxe5 Ng4 e4 Nxe5 f4 Nec6
A52,"Adler Variation, Budapest",d4 Nf6 c4 e5 dxe5 Ng4 Nf3
E00,East Indian Defense; E00,d4 Nf6 c4 e6
E00,Seirawan Attack,d4 Nf6 c4 e6 Bg5
E00,Catalan Opening,d4 Nf6 c4 e6 g3
E01,E01,d4 Nf6 c4 e6 g3 d5
E06,"Closed Variation, Catalan",d4 Nf6 c4 e6 g3 d5 Bg2
E06,E06,d4 Nf6 c4 e6 g3 d5 Bg2 Be7
E07,E07,d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7
E07,"Botvinnik Variation, Catalan",d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Nc3 c6 Qd3
E08,E08,d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2
E09,E09,d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 Nbd2
E09,"Sokolsky Variation, Catalan",d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 Nbd2 b6 Nbd2 b6 b3 a5 Bb2 Ba6
E08,"Zagoriansky Variation, Catalan",d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 Rd1 b6 a4
E06,"Tarrasch Defense, Catalan",d4 Nf6 c4 e6 g3 d5 Bg2 c5 Nf3 Nc6
E02,E02,d4 Nf6 c4 e6 g3 d5 Bg2 dxc4
E04,"Open Defense, Catalan; E04",d4 Nf6 c4 e6 g3 d5 Bg2 dxc4 Nf3
E05,"Classical Line, Catalan; E05",d4 Nf6 c4 e6 g3 d5 Bg2 dxc4 Nf3 Be7
E05,"Modern Sharp Variation, Catalan",d4 Nf6 c4 e6 g3 d5 Bg2 dxc4 Nf3 Nc6 Qa4 Bb4+
E03,E03,d4 Nf6 c4 e6 g3 d5 Bg2 dxc4 Qa4+ Nbd7 Qxc4
E03,"Alekhine Variation, Catalan",d4 Nf6 c4 e6 g3 d5 Bg2 dxc4 Qa4+ Nbd7 Qxc4 a6 Qc2
E00,"Hungarian Gambit, Catalan",d4 Nf6 c4 e6 g3 e5
E00,"Devin Gambit, Catalan",d4 Nf6 c4 e6 g4
E20,E20,d4 Nf6 c4 e6 Nc3
E20,Nimzo-Indian Defense,d4 Nf6 c4 e6 Nc3 Bb4
E24,"Saemisch Variation, Nimzo-Indian; E24",d4 Nf6 c4 e6 Nc3 Bb4 a3
E24,"Accelerated Saemisch Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3
E26,"Saemisch Variation, Nimzo-Indian; E26",d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 c5 e3
E26,"O'Kelly Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 c5 e3 b6
E26,"Capablanca Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 c5 e3 Nc6 Bd3 O-O Ne2 b6 e4 Ne8
E25,E25,d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 c5 f3 d5 cxd5
E25,"Keres Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 c5 f3 d5 cxd5 Nxd5 dxc5
E25,"Romanovsky Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 c5 f3 d5 cxd5 Nxd5 dxc5 f5
E24,"Botvinnik Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 c5 f3 d5 e3 O-O cxd5 Nxd5
E27,E27,d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 O-O
E28,E28,d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 O-O e3
E29,E29,d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 O-O e3 c5 Bd3 Nc6
E29,"Capablanca Variation, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 a3 Bxc3+ bxc3 O-O e3 c5 Bd3 Nc6 Ne2 b6 e4 Ne8
E30,"Leningrad Variation, Nimzo-Indian; E30",d4 Nf6 c4 e6 Nc3 Bb4 Bg5
E30,"Averbakh Gambit, Nimzo-Indian",d4 Nf6 c4 e6 Nc3 Bb4 Bg5 h6 Bh4 c5 d5 b5
