ECO,name,moves
B92,"Opocensky Variation, Sicilian; B92",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be2
B92,"Opocensky Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be2 e5
B90,"Byrne Variation, Sicilian; English Attack",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3
B90,"Anti-English, Najdorf Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 Ng4
B94,B94,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5
B95,B95,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6
B96,B96,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4
B96,Polugaevsky; Accelerated Najdorf,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 b5
B96,"Simagin Line, Najdorf Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 b5 e5 dxe5 fxe5 Qc7 Qe2
B98,B98,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 Be7
B98,"Argenitne; Goteborg Var, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 Be7 Qf3 h6 Bh4 g5
B98,"Browne Variation, Najdorf Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 Be7 Qf3 h6 Bh4 Qc7
B99,B99,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 Be7 Qf3 Qc7 O-O-O Nbd7
B97,"Poisoned Pawn Variation, Najdorf Sicilian; B97",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 Qb6
B97,"Poisoned Pawn Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 Qb6 Qd2
B97,"Poisoned Pawn Accepted, Najdorf Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 Qb6 Qd2 Qxb2
B93,"Amsterdam Variation, Sicilian; B93",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 f4
B91,"Zagreb Variation, Sicilian; B91",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 g3
B90,"Adams Attack, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 h3
B90,"Freak Attack, Siicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Rg1
B56,"Kupreichik Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Bd7
B56,"Venice Attack, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Bb5+
B80,"Scheveingen Variation, Sicilian; B80",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6
B80,"Vitolins Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Bb5+
B86,"Fischer Attack, Sozin Attack, Sicilian; B86",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Bc4
B87,"Flank Variation, Sicilian; B87",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Bc4 a6 Bb3 b5
B88,"Leonhardt Variation, Sicilian; B88",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Bc4 Nc6
B89,B89,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Bc4 Nc6 Be3
B89,"Sherbakov Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Bc4 Nc6 Be3 Be7 Bb3 O-O O-O Na5 f4 b6
B89,"Velimirovic Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Bc4 Nc6 Be3 Be7 Qe2
B83,"Scheveningen Variation, Sicilian; B83",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Be2
B84,"Modern Paulsen, Sicilian; B84",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Be2 a6
B85,B85,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Be2 a6 O-O Be7
B85,"Paulsen Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Be2 a6 O-O Qc7 f4 Nc6
B80,"English Attack, Scheveningen Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Be3 a6 f3
B81,"Delayed Keres Attack, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Be3 a6 g4
B81,"Perenyi Gambit, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Be3 a6 g4 e5 Nf5 g6 g5
B82,"Matanovic Attack, Sicilian; B82",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 f4
B82,"Tal Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 f4 Nc6 Be3 Be7 Qf3
B80,"Fianchetto Variation, Scheveningen Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 g3
B81,"Keres; Panov Variation, Sicilian; B81",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6 g4
B70,"Dragon Variation, Sicilian; B70",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6
B70,"Alekhine Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be2 Bg7 O-O O-O Nb3
B72,B72,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3
B72,"Nottingham Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Be2 Nc6 Nb3
B73,B73,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Be2 Nc6 O-O
B73,"Zollner Gambit, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Be2 Nc6 O-O O-O f4 Qb6
B74,B74,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Be2 Nc6 O-O O-O Nb3
B74,"Alekhine Line, Sicilian Dragon",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Be2 Nc6 O-O O-O Nb3 a5
B74,"Maroczy Line, Sicilian Dragon",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Be2 Nc6 O-O O-O Nb3 Be6 f4 Na5
B74,"Tartakower Line, Sicilian Dragon",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Be2 Nc6 O-O O-O Nb3 Be6 f4 Qc8
B72,"Amsterdam (Battery) Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Be2 Nc6 Qd2
B72,"Grigoriev Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Be2 Nc6 Qd2 O-O O-O-O
B75,B75,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3
B76,"Yugoslav Attack, Sicilian Dragon; B76",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O
B77,B77,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O Qd2 Nc6 Bc4
B78,B78,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O Qd2 Nc6 Bc4 Bd7 O-O-O
B79,B79,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O Qd2 Nc6 Bc4 Bd7 O-O-O Qa5
B77,"Sosonko Variation, Sicilian Dragon",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O Qd2 Nc6 Bc4 Nd7
B77,"Czerniak Variation, Sicilian Dragon",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O Qd2 Nc6 Bc4 Nxd4 Bxe4
B76,"Panov Variation, Sicilian Dragon",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O Qd2 Nc6 g4
B71,"Levenfish Variation, Sicilian; B71",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 f4
B70,"Fianchetto Variation, Sicilian Dragon",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 g3
B56,"Classical Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6
B57,"Sozin; Velimirovic Attack, Sicilian; B57",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bc4
B57,"Anti-Sozin Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bc4 Qb6
B56,"Yates Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bd3
B58,B58,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Be2
B58,"Boleslavsky Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Be2 e5
B59,B59,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Be2 e5 Nb3
B58,"Louma Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Be2 e5 Nxc6
B60,"Richter-Rauzer Variation, Sicilian; B60",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5
B62,B62,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6
B62,"Margate (Vitolins) Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Bb5
B62,"Podebrady Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Nb3
B62,"Exchange Variation, Richter-Rauzer Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Nxc6
B63,"Rauzer Variation, Sicilian; B63",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2
B66,B66,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2 a6
B67,B67,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2 a6 O-O-O Bd7
B68,B68,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2 a6 O-O-O Bd7 f4 Be7
B69,B69,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2 a6 O-O-O Bd7 f4 Be7 Nf3 b5 Bxf6
B64,B64,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2 Be7 O-O-O O-O f4
B65,B65,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2 Be7 O-O-O O-O f4 Nxd4 Qxd4
B63,"Ivanov Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2 Qb6
B60,"Dragon Variation, Richter-Rauzer Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 g6
B58,"Fianchetto Variation, Richter-Rauzer Sicilizn",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 g3
B56,"Spielmann Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Nde2
B61,B61,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Qd2
B53,"Chekhover Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Qxd4
B53,"Zaitsev Variation, Sicilian",e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nc6 Bb5 Qd7
B53,"Lazy Knight Variation, Sicilian",e4 c5 Nf3 d6 d4 Nd7
B53,"Cortlever Variation, Sicilian",e4 c5 Nf3 d6 d4 Nf6 dxc5 Nxe4 cxd6
B50,"Kotov Gambit, Sicilian",e4 c5 Nf3 d6 g3 b5
B27,"Jalalabad Variation, Sicilian",e4 c5 Nf3 e5
B40,"French Variation, Sicilian; B40",e4 c5 Nf3 e6
B40,"Wing Gambit Deferred, Sicilian",e4 c5 Nf3 e6 b4
B40,"Kramnik Variation, Sicilian",e4 c5 Nf3 e6 c4
B41,B41,e4 c5 Nf3 e6 d4
B41,"Accelerated Wimpy Variation, Sic",e4 c5 Nf3 e6 d4 cxd4
B41,"Paulsen; Kan Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6
B42,B42,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3
B42,"Polugaevsky Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 Bc5
B42,"Swiss Cheese Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 g6
B41,"Reti Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 c4
B41,"Hedgehog Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 c4 g6
B41,"Bronstein Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 c4 Nf6 Nc3 Bb4 Bd3 Nc6
B43,B43,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3
B44,"Taimanov; Bastrikov, Paulsen Variation, Sicilian; B44",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6
B44,"Szen Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nb5
B44,"Gary Gambit, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nb5 d6 c4 Nf6 N1c3 a6 Na3 d5
B45,B45,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3
B46,B46,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 a6
B46,"Taimanov Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 a6 Be2 Nge7
B45,"Paulsen Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Nf6 Ndb5 Bb4
B45,"American Attack, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Nf6 Ndb5 Bb4 Nd6+
B47,"Bastrikov Variation, Sicilian; B47",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7
B48,B48,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7 Be3
B49,B49,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7 Be3 a6 Be2
B47,"Ponomariov Gambit, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7 Ndb5 Qb8 Be3 a6 Bb6
B41,"Anderssen; Counterattack Var, Sic",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6
B41,Pin Variation; Sicilian CounterAttack,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4
B41,"Jaffe Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4 Bd3 e5
B41,"Koch Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4 e5
B45,"Four Knights Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6
B45,"Cobra Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Ndb5 Bc5
B40,"Gaw-Paw Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Qb6
B40,"Kveinis Variation, Sicilian",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Qb6
B41,"Marshall Variation, Sicilian",e4 c5 Nf3 e6 d4 d5
B27,"Brussels Gambit, Sicilian",e4 c5 Nf3 f5
B27,"Double-Dutch Gambit, Sicilian",e4 c5 Nf3 f5 exf5 Nh6
B27,"Hyperaccelerated Dragon, Sicilian",e4 c5 Nf3 g6
B27,"Action Extension, Sicilian",e4 c5 Nf3 g6 c4 Bh6
B27,"Hyperaccelerated Pterodactyl, Sic",e4 c5 Nf3 g6 d4 Bg7
B27,"Frederico Variation, Sicilian",e4 c5 Nf3 g6 d4 f5
B27,Sicilian Fred,e4 c5 Nf3 g6 d4 f5
B27,"Buecker Variation, Sicilian",e4 c5 Nf3 h6
B30,Old Sicilian,e4 c5 Nf3 Nc6
B30,"Rossolimo (Nezmetdinov) Variation, Sicilian; B30",e4 c5 Nf3 Nc6 Bb5
B31,B31,e4 c5 Nf3 Nc6 Bb5 g6
B31,"Gufeld Gambit, Sicilian",e4 c5 Nf3 Nc6 Bb5 g6 O-O Bg7 c3 e5 d4
B31,"Lutikov Gambit, Sicilian",e4 c5 Nf3 Nc6 Bb5 g6 O-O Bg7 c3 Nf6 d4
B31,"Gurgenidze Variation, Sicilian",e4 c5 Nf3 Nc6 Bb5 g6 O-O Bg7 Re1 e5 b4
B31,"San Francisco Gambit, Sicilian",e4 c5 Nf3 Nc6 Bb5 Na5 b4
B32,B32,e4 c5 Nf3 Nc6 d4
B32,"Nimzovich Variation, Sicilian; Nimzo-American Variation",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d5
B32,"Bourdonnais; Lowenthal Var, Sic",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5
B32,"Kalashnikov Variation, Sicilian",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6
B34,Accelerated Dragon; Fianchetto Var; B34,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6
B36,"Maroczy Bind, Sicilian; B36",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4
B37,B37,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7
B38,B38,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7 Be3
B39,"Breyer Variation, Sicilian; B39",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7 Be3 Nf6 Nc3 Ng4
B36,"Gurgenidze Variation, Sicilian",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Nf6 Nc3 Nxd4 Qxd4 d6
B35,B35,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3 Bg7 Be3 Nf6 Bc4
B33,B33,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6
B33,"Four Knights Variation, Sicilian",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3
B33,"Lasker-Pelikan Variation, Sicilian",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5
B33,"Pelikan Variation, Sicilian",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6
B33,"Chelyabinsk Variation, Sicilian",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5
B33,"Sveshnikov Variation, Sicilian",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Bxf6 gxf6 Nd5 f5
B33,"Bird Variation, Siclian",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 Be6
B32,"Retreat Variation, Sicilian",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nf3
B32,"Godiva Variation, Sicilian",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Qb6
B32,"Flohr Variation, Sicilian",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Qc7
B29,"Nimzovich; Rubinstein Var, Sicilian; B29",e4 c5 Nf3 Nf6
B29,"Advance Variation, Sicilian",e4 c5 Nf3 Nf6 e5
B27,"Mongoose Variation, Sicilian",e4 c5 Nf3 Qa5
B27,"Althouse; Stiletto Variation, Sicilian",e4 c5 Nf3 Qa5
B27,"Accelerated Paulsen, Sicilian",e4 c5 Nf3 Qc7
B27,"Quinteros Variation, Sicilian",e4 c5 Nf3 Qc7
B20,"Brick Variation, Sicilian",e4 c5 Nh3
B10,Caro-Kann Defense; B10,e4 c6
B10,"Hillbilly Attack, Caro-Kann",e4 c6 Bc4
B10,"Modern; English Variation, Accelerated Panov; Caro-Kann",e4 c6 c4
B10,"Breyer Variation, Caro-Kann",e4 c6 d3
B10,"Stein Attack, Caro-Kann",e4 c6 d3 d5 Nd2 g6 g3 Bg7 Bg2 e5 Ngf3 Ne7 O-O O-O b4
B12,B12,e4 c6 d4
B12,"Landau Gambit, Caro-Kann",e4 c6 d4 d5 Bd3 Nf6 e5 Nfd7 e6
B12,"Mieses Gambit, Caro",e4 c6 d4 d5 Be3
B12,"Diemer-Duhm Gambit, Caro",e4 c6 d4 d5 c4
B12,"Advance Variation, Caro",e4 c6 d4 d5 e5
B12,"Prins Attack, Caro-Kann",e4 c6 d4 d5 e5 Bf5 b4
B12,"Bayonet Variation, Caro",e4 c6 d4 d5 e5 Bf5 g4
B12,"Tal Variation, Caro-Kann",e4 c6 d4 d5 e5 Bf5 h4
B12,"Van der Wiel Attack, Caro-Kann",e4 c6 d4 d5 e5 Bf5 Nc3
B12,"Dreyev Defense, Caro-Kann",e4 c6 d4 d5 e5 Bf5 Nc3 Qb6
B12,"Bronstein Variation, Caro-Kann",e4 c6 d4 d5 e5 Bf5 Ne2
B12,"Short Variation, Caro-Kann",e4 c6 d4 d5 e5 Bf5 Nf3
B12,"Botvinnik-Carls Defense, Caro-Kann",e4 c6 d4 d5 e5 c5
B13,"Exchange Variation, Caro; B13",e4 c6 d4 d5 exd5
B13,"Rubinstein Variation, Caro-Kann",e4 c6 d4 d5 exd5 cxd3 Bd3 Nc6 c3 Nf6 Bf4
B13,Panov-Botvinnik; Gunderam Attack,e4 c6 d4 d5 exd5 cxd5 c4
B14,B14,e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3
B14,"Carlsbad Line, Caro-Kann",e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 Nc6 Bg5 e6
B14,"Czerniak Line, Caro-Kann",e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 Nc6 Bg5 Qa5
B14,"Reifir-Spielmann Line, Caro-Kann",e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 Nc6 Bg5 Qb6
B12,"Maroczy Variation, Caro",e4 c6 d4 d5 f3
B12,"Fantasy; Lilienfisch Variation, Caro",e4 c6 d4 d5 f3
B12,"Maroczy Gambit, Caro-Kann",e4 c6 d4 d5 f3 dxe4 fxe4 e5 Nf3 exd4 Bc4
B15,B15,e4 c6 d4 d5 Nc3
B15,"Gurgenidze Variation, Caro",e4 c6 d4 d5 Nc3 b5
B15,"Von Hennig Gambit, Caro",e4 c6 d4 d5 Nc3 dxe4 Bc4
B15,"Milner-Barry Gambit, Caro; Rasa-Studier Gambit",e4 c6 d4 d5 Nc3 dxe4 f3
B18,"Classical Variation, Caro; B18",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5
B19,B19,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3
B19,"Seirawan Variation, Caro-Kann",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 e5 Bh7 Bd3 Bxd3 Qxd3
B18,"Flohr Variation, Caro-Kann",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nh3
B16,"Finnish Variation, Caro-Kann",e4 c6 d4 d5 Nc3 dxe4 Nxe4 h6
B17,"Karpov Variation, Caro-Kann; B17",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7
B17,"Smyslov Variation, Caro-Kann",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Bc4 Ngf6 Ng5 e6 Qe2 Nb6
B17,"Tiviakov-Fischer Attack, Caro-Kann",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Bc4 Ngf6 Nxf6+ Nxf6
B17,"Kasparov Attack, Caro-Kann",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Nf3 Ngf6 Ng3
B17,"Ivanchuk Defense, Caro Kann",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Ng5 Ndf6
B15,"Knight Variation, Caro",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6
B15,"Tarrasch (Alekhine) Gambit, Caro",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Bd3
B15,"Tartakower Variation, Caro",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6
B15,"Forgacs Variation, Caro Kann",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 Bc4
B16,"Nimzovich; Bronstein-Larsen, Caro; B16",e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ gxf6
B15,"Gurgenidze System, Caro-Kann",e4 c6 d4 d5 Nc3 g6
B15,"Gurgenidze Variation, Caro",e4 c6 d4 d5 Nc3 g6 e5 Bg7 f4 h5
B15,"Campomanes Attack, Caro",e4 c6 d4 d5 Nc3 Nf6
B12,"Modern Variation, Caro-Kann",e4 c6 d4 d5 Nd2
B12,New Caro-Kann,e4 c6 d4 d5 Nd2 g6
B12,"Edinburgh Variation, Caro",e4 c6 d4 d5 Nd2 Qb6
B12,"Ulysses Gambit, Caro",e4 c6 d4 d5 Nf3 dxe4 Ng5
B10,"Massachussets Defense, Caro-Kann",e4 c6 d4 f5
B12,"De Bruycker Defense, Caro",e4 c6 d4 Na6
B10,"Masi Variation, Caro-Kann",e4 c6 d4 Nf6
B11,B11,e4 c6 Nc3
